rankedId,rankedDate,rankedRank
41016,2015-05-04,no rating
41016,2018-06-26,no rating
42000,2018-06-27,no rating
42001,2016-09-08,no rating
42001,2017-12-14,no rating
43001,2014-06-11,no rating
43001,2016-09-30,no rating
43002,2014-09-05,no rating
43002,2017-11-06,no rating
44000,2015-11-16,no rating
44000,2018-12-19,no rating
44003,2016-05-02,no rating
44003,2019-06-05,no rating
44004,2016-08-15,no rating
44004,2015-05-28,no rating
45004,2015-03-16,well placed
45004,2018-06-20,well placed
45006,2018-08-23,well placed
45006,2015-07-28,well placed
45007,2014-05-01,well placed
45007,2017-06-19,well placed
45013,2014-12-17,needs further development
45013,2017-01-18,well placed
45014,2016-08-05,well placed
45014,2014-04-08,needs further development
45015,2017-10-05,well placed
45015,2014-05-28,well placed
45018,2015-06-25,well placed
45018,2018-10-12,well placed
45021,2017-08-10,well placed
45023,2014-04-08,well placed
45023,2017-05-17,well placed
45024,2015-05-18,very well placed
45024,2012-03-30,no rating
45025,2014-05-02,well placed
45025,2017-11-14,well placed
45030,2016-03-04,well placed
45030,2012-06-12,no rating
45034,2014-05-09,well placed
45034,2017-02-21,well placed
45037,2013-12-18,very well placed
45037,2018-06-12,well placed
45038,2013-03-22,no rating
45038,2016-02-25,well placed
45040,2014-05-01,very well placed
45040,2019-11-01,well placed
45041,2014-06-17,very well placed
45041,2019-02-25,well placed
45045,2019-10-31,well placed
45045,2016-01-27,well placed
45051,2018-07-18,well placed
45051,2015-05-20,well placed
45054,2014-09-09,well placed
45054,2017-06-12,well placed
45055,2018-06-06,well placed
45055,2014-05-20,very well placed
45057,2015-06-09,well placed
45057,2018-05-29,well placed
45059,2017-08-02,well placed
45059,2014-06-20,well placed
45065,2019-06-13,well placed
45065,2015-05-25,well placed
45066,2019-02-05,well placed
45066,2016-12-13,needs further development
45068,2017-06-12,well placed
45068,2014-07-29,well placed
45071,2017-03-07,no rating
45075,2014-06-26,well placed
45075,2017-06-26,well placed
45077,2014-08-19,well placed
45077,2017-08-28,well placed
45079,2018-04-10,well placed
45079,2015-01-27,well placed
45083,2014-12-03,well placed
45083,2018-04-12,very well placed
45087,2016-02-15,very well placed
45087,2012-05-30,no rating
45094,2015-03-02,very well placed
45094,2012-03-06,no rating
45105,2011-09-07,no rating
45105,2015-11-14,very well placed
45110,2018-09-06,well placed
45110,2015-04-17,well placed
45113,2019-09-05,well placed
45113,2016-04-20,well placed
45114,2017-06-02,very well placed
45114,2012-01-30,no rating
45115,2013-04-08,no rating
45115,2016-08-30,very well placed
45117,2014-09-10,well placed
45117,2017-12-13,well placed
45121,2015-08-04,very well placed
45121,2012-08-15,no rating
45122,2018-08-03,well placed
45122,2014-10-17,well placed
45126,2011-08-19,no rating
45126,2017-05-25,very well placed
45128,2014-07-28,well placed
45128,2017-08-29,well placed
45132,2015-11-02,well placed
45132,2018-10-23,well placed
45134,2015-04-02,well placed
45134,2018-02-19,well placed
45140,2015-05-12,well placed
45140,2019-06-07,well placed
45147,2019-02-19,well placed
45147,2017-05-19,needs further development
45151,2014-11-28,very well placed
45151,2019-01-30,very well placed
45152,2019-12-18,well placed
45152,2016-06-14,well placed
45156,2017-12-08,well placed
45156,2014-03-27,well placed
45157,2016-08-12,well placed
45157,2013-02-20,no rating
45158,2018-11-19,well placed
45158,2015-04-01,well placed
45160,2017-10-24,not well placed
45160,2015-02-27,needs further development
45165,2019-10-09,well placed
45165,2016-05-17,well placed
45167,2019-10-09,well placed
45167,2016-05-18,well placed
45172,2015-12-09,well placed
45172,2013-09-12,no rating
45174,2015-10-09,very well placed
45174,2012-09-21,no rating
45176,2019-03-29,well placed
45176,2015-08-07,well placed
45180,2016-09-05,well placed
45180,2014-08-18,needs further development
45183,2016-01-22,well placed
45183,2019-07-11,very well placed
45185,2012-03-16,no rating
45185,2015-10-20,very well placed
45192,2019-06-11,no rating
45192,2017-11-16,needs further development
45194,2014-11-14,well placed
45194,2018-06-22,well placed
45195,2019-03-19,well placed
45195,2015-04-24,well placed
45200,2019-03-21,well placed
45200,2014-12-24,very well placed
45201,2013-09-04,well placed
45201,2019-06-11,well placed
45204,2015-12-18,needs further development
45204,2017-10-31,well placed
45205,2015-06-10,well placed
45205,2019-03-29,well placed
45207,2019-06-07,very well placed
45207,2016-01-15,well placed
45210,2013-06-17,no rating
45210,2017-03-07,well placed
45217,2017-02-01,well placed
45217,2014-11-12,needs further development
45218,2015-07-16,well placed
45218,2019-04-18,well placed
45221,2013-12-06,no rating
45221,2017-02-22,well placed
45222,2019-08-16,no rating
45222,2016-03-31,well placed
45226,2013-04-17,no rating
45226,2016-08-17,well placed
45228,2015-05-28,well placed
45228,2019-09-24,well placed
45229,2011-12-08,no rating
45229,2015-06-17,well placed
45230,2016-06-21,well placed
45230,2013-01-23,no rating
45233,2018-05-25,well placed
45233,2015-03-16,well placed
45240,2015-10-09,well placed
45240,2018-11-14,well placed
45246,2019-08-19,well placed
45246,2016-09-29,well placed
45248,2011-12-08,no rating
45248,2014-02-19,very well placed
45250,2014-04-04,well placed
45250,2012-06-29,no rating
45254,2015-05-04,very well placed
45254,2019-09-18,very well placed
45256,2012-05-16,no rating
45256,2016-06-30,very well placed
45257,2017-06-26,well placed
45257,2014-02-03,no rating
45259,2018-09-05,well placed
45259,2015-05-28,well placed
45261,2012-09-03,no rating
45261,2015-06-08,very well placed
45264,2013-01-21,no rating
45264,2017-02-21,very well placed
45265,2019-06-20,well placed
45265,2016-01-20,well placed
45266,2013-10-18,no rating
45266,2016-08-19,no rating
45273,2016-05-11,well placed
45273,2015-03-12,no rating
45274,2016-04-26,well placed
45274,2019-06-10,needs further development
45275,2018-10-15,well placed
45275,2015-10-20,well placed
45277,2013-07-04,well placed
45277,2017-03-13,well placed
45278,2013-04-08,no rating
45278,2016-08-30,very well placed
45281,2015-08-07,needs further development
45281,2018-03-13,well placed
45283,2012-06-07,no rating
45283,2015-02-27,very well placed
45284,2012-05-09,no rating
45284,2015-04-10,very well placed
45285,2015-05-20,well placed
45285,2019-05-22,well placed
45287,2018-06-12,well placed
45288,2013-12-11,no rating
45288,2017-08-18,well placed
45289,2016-10-05,well placed
45289,2012-01-31,no rating
45290,2014-08-15,well placed
45290,2017-09-15,well placed
45291,2015-07-24,well placed
45291,2018-06-26,well placed
45292,2013-08-09,well placed
45292,2017-06-27,well placed
45295,2018-04-18,well placed
45295,2014-11-24,well placed
45296,2015-09-24,very well placed
45296,2012-05-30,no rating
45299,2015-02-10,well placed
45299,2018-06-29,well placed
45303,2014-10-10,well placed
45303,2018-02-22,well placed
45304,2019-07-18,well placed
45304,2015-01-26,very well placed
45305,2014-12-01,well placed
45305,2018-04-10,well placed
45306,2014-12-01,well placed
45306,2018-04-10,well placed
45307,2016-04-14,very well placed
45307,2012-06-15,no rating
45308,2014-11-21,needs further development
45308,2018-11-15,well placed
45309,2018-09-06,well placed
45309,2015-05-08,well placed
45310,2017-02-14,well placed
45310,2014-03-19,well placed
45312,2015-03-13,well placed
45312,2018-12-20,well placed
45313,2015-06-04,well placed
45313,2011-12-13,no rating
45314,2019-04-18,well placed
45314,2015-03-20,well placed
45315,2015-03-05,well placed
45315,2018-08-22,well placed
45316,2014-11-05,well placed
45316,2018-05-11,well placed
45317,2014-09-09,well placed
45317,2018-02-27,well placed
45321,2017-03-28,needs further development
45321,2019-02-07,well placed
45322,2015-06-10,well placed
45322,2019-04-16,well placed
45324,2012-05-03,no rating
45324,2016-06-10,very well placed
45326,2018-06-25,well placed
45326,2015-06-10,well placed
45329,2013-12-20,well placed
45331,2019-06-17,well placed
45331,2016-01-27,well placed
45332,2019-04-11,well placed
45332,2015-04-23,well placed
45335,2013-03-07,no rating
45335,2016-06-03,well placed
45336,2014-07-23,well placed
45336,2017-09-25,well placed
45337,2014-10-20,well placed
45337,2018-03-21,well placed
45338,2016-03-02,well placed
45338,2012-04-03,no rating
45340,2019-05-03,well placed
45340,2015-03-23,well placed
45341,2019-03-08,well placed
45341,2015-04-10,well placed
45343,2015-05-12,well placed
45343,2012-03-22,no rating
45349,2017-08-10,well placed
45349,2013-12-18,well placed
45350,2015-03-17,well placed
45350,2018-05-18,well placed
45354,2015-04-10,very well placed
45354,2012-05-28,no rating
45355,2015-03-06,well placed
45355,2019-05-10,well placed
45356,2018-12-13,well placed
45356,2016-06-14,needs further development
45358,2019-12-18,no rating
45358,2016-09-22,no rating
45360,2015-06-19,well placed
45360,2018-06-20,well placed
45364,2012-09-28,no rating
45364,2017-09-05,well placed
45367,2019-02-22,well placed
45367,2015-10-14,well placed
45369,2015-05-04,very well placed
45369,2012-03-16,no rating
45371,2014-10-16,well placed
45371,2018-07-18,well placed
45373,2018-04-06,well placed
45373,2014-11-14,well placed
45380,2016-04-05,well placed
45380,2014-06-12,needs further development
45390,2015-06-10,very well placed
45390,2012-06-19,no rating
45392,2015-05-14,well placed
45392,2018-08-17,well placed
45400,2013-09-11,well placed
45400,2016-11-25,well placed
45402,2013-04-23,no rating
45404,2015-08-14,well placed
45404,2019-04-18,well placed
45405,2018-06-08,well placed
45405,2014-10-15,well placed
45406,2018-06-06,well placed
45406,2014-12-08,well placed
45407,2016-06-15,very well placed
45407,2013-07-17,no rating
45411,2015-06-09,very well placed
45411,2011-06-23,no rating
45413,2018-06-19,well placed
45413,2015-03-30,well placed
45414,2018-05-01,well placed
45414,2015-02-13,well placed
45417,2015-07-16,well placed
45417,2019-04-17,well placed
45419,2015-08-21,very well placed
45419,2012-09-19,no rating
45423,2019-06-07,well placed
45423,2015-11-26,well placed
45424,2015-06-10,very well placed
45424,2019-05-24,well placed
45427,2019-04-01,well placed
45427,2015-09-09,well placed
45428,2012-05-24,no rating
45428,2016-06-28,very well placed
45431,2015-07-09,needs further development
45431,2017-08-30,well placed
45432,2012-04-05,no rating
45432,2015-11-25,very well placed
45433,2018-06-14,very well placed
45433,2015-03-27,well placed
45435,2016-03-23,well placed
45435,2013-02-25,no rating
45437,2019-02-07,well placed
45437,2015-10-07,well placed
45439,2016-01-14,very well placed
45439,2012-06-18,no rating
45440,2019-06-17,no rating
45440,2017-06-30,needs further development
45441,2015-06-10,very well placed
45441,2019-12-13,very well placed
45443,2016-04-11,very well placed
45443,2013-01-21,no rating
45445,2013-12-05,well placed
45445,2017-07-27,well placed
45447,2016-06-08,well placed
45447,2019-08-12,well placed
45449,2015-07-04,well placed
45449,2018-05-23,well placed
45454,2015-08-12,well placed
45454,2019-09-06,no rating
45455,2016-03-04,well placed
45455,2019-10-07,well placed
45457,2017-03-14,well placed
45457,2013-12-16,well placed
45458,2017-02-17,not well placed
45458,2019-02-18,needs further development
45462,2016-06-03,well placed
45462,2019-07-09,well placed
45467,2016-05-11,well placed
45467,2015-03-12,no rating
45473,2019-08-02,well placed
45473,2015-11-05,well placed
45477,2013-10-02,well placed
45477,2017-07-05,well placed
45481,2013-01-21,no rating
45481,2017-02-21,very well placed
45483,2015-07-23,well placed
45483,2012-04-27,no rating
45488,2017-10-04,well placed
45488,2015-06-10,needs further development
45489,2016-12-16,well placed
45489,2013-01-24,no rating
45491,2015-03-20,well placed
45491,2018-06-20,well placed
45493,2019-04-08,well placed
45493,2017-03-02,needs further development
45495,2015-05-04,well placed
45495,2018-05-25,well placed
45498,2019-11-07,very well placed
45498,2015-12-11,well placed
45499,2018-06-18,well placed
45499,2015-11-23,well placed
45500,2017-04-03,well placed
45500,2014-06-26,needs further development
45515,2017-07-21,not well placed
45515,2015-06-26,needs further development
45519,2015-06-26,well placed
45519,2019-03-18,well placed
45534,2013-03-22,no rating
45534,2016-05-25,well placed
45535,2018-06-18,well placed
45535,2015-06-30,well placed
45537,2013-07-17,no rating
45537,2017-03-07,well placed
45538,2013-12-06,no rating
45538,2017-02-22,well placed
45540,2015-09-02,well placed
45540,2018-08-21,well placed
45541,2015-09-02,well placed
45541,2019-02-28,well placed
45544,2012-11-07,no rating
45544,2016-06-21,very well placed
45546,2015-03-16,well placed
45546,2018-03-27,very well placed
45549,2013-01-21,no rating
45549,2017-02-21,very well placed
45553,2016-02-15,well placed
45553,2019-09-25,well placed
45555,2017-06-06,needs further development
45555,2014-02-13,well placed
45557,2016-06-07,well placed
45557,2019-11-13,well placed
45558,2018-06-25,well placed
45558,2016-04-27,needs further development
45559,2012-10-12,no rating
45559,2017-03-29,well placed
45561,2018-12-12,no rating
45561,2015-12-16,no rating
45562,2015-08-12,well placed
45562,2018-08-23,well placed
45565,2015-08-11,very well placed
45565,2012-02-22,no rating
45566,2014-11-17,well placed
45566,2018-05-23,well placed
45567,2019-12-19,well placed
45567,2016-02-22,well placed
45568,2012-10-11,no rating
45568,2016-02-22,very well placed
45569,2019-02-12,well placed
45569,2016-08-12,not well placed
45570,2019-06-07,well placed
45570,2016-12-07,needs further development
45574,2019-01-18,well placed
45574,2016-05-27,needs further development
45577,2015-07-06,well placed
45577,2019-05-23,well placed
45578,2019-03-22,well placed
45578,2015-06-19,well placed
45579,2016-03-02,well placed
45579,2019-02-01,very well placed
45580,2015-10-06,well placed
45580,2018-06-19,well placed
45581,2015-05-06,well placed
45581,2012-07-16,no rating
45587,2018-02-12,needs further development
45587,2012-08-28,no rating
45588,2015-03-04,well placed
45588,2018-03-26,well placed
45589,2015-04-10,needs further development
45589,2017-05-12,well placed
45590,2019-04-11,well placed
45590,2017-04-26,needs further development
45591,2019-04-11,well placed
45591,2015-05-15,well placed
45593,2016-03-21,well placed
45593,2019-01-30,well placed
45594,2019-09-06,no rating
45594,2018-06-25,needs further development
45595,2013-04-17,no rating
45595,2016-08-25,very well placed
45599,2016-05-06,very well placed
45599,2013-01-23,no rating
45603,2017-09-05,well placed
45603,2012-09-28,well placed
45605,2019-11-29,well placed
45605,2016-08-10,well placed
45606,2016-06-13,well placed
45606,2013-03-20,no rating
45608,2016-02-18,well placed
45608,2019-07-31,well placed
45609,2018-04-11,well placed
45609,2016-02-15,needs further development
45611,2015-06-16,well placed
45611,2018-11-19,well placed
45613,2018-06-11,well placed
45613,2015-07-28,well placed
45615,2017-03-02,very well placed
45615,2013-11-12,well placed
45616,2012-04-26,no rating
45616,2016-06-28,well placed
45617,2017-05-25,well placed
45617,2013-08-26,no rating
45619,2014-02-04,no rating
45619,2017-06-19,well placed
45620,2015-08-12,well placed
45620,2018-11-20,well placed
45621,2016-06-21,well placed
45622,2018-04-06,well placed
45622,2015-03-10,well placed
45624,2013-06-14,well placed
45624,2016-07-26,well placed
45625,2013-04-22,no rating
45625,2016-06-29,well placed
45626,2016-12-16,well placed
45626,2013-05-23,no rating
45628,2018-02-13,well placed
45628,2013-08-22,very well placed
45629,2013-05-24,no rating
45629,2016-06-30,very well placed
45630,2013-04-05,no rating
45630,2016-06-29,well placed
45631,2019-11-12,well placed
45631,2016-06-13,well placed
45633,2014-03-14,well placed
45633,2017-06-26,well placed
45635,2014-01-29,very well placed
45635,2018-04-30,very well placed
45638,2015-03-16,needs further development
45638,2018-05-28,well placed
45639,2016-11-15,well placed
45639,2013-08-22,well placed
45645,2016-04-20,well placed
45648,2017-01-18,well placed
45648,2013-11-18,well placed
45654,2013-04-15,no rating
45654,2016-09-21,well placed
45656,2016-04-01,well placed
45656,2013-03-18,no rating
45658,2015-11-03,well placed
45658,2019-01-11,well placed
45660,2019-10-31,no rating
45660,2015-10-12,very well placed
45663,2019-04-11,well placed
45663,2017-04-26,needs further development
45668,2016-05-16,well placed
45668,2019-05-23,no rating
45669,2016-06-07,well placed
45669,2013-04-22,no rating
45671,2016-06-17,well placed
45671,2013-02-27,no rating
45673,2016-05-19,needs further development
45673,2017-06-28,well placed
45674,2017-05-24,very well placed
45674,2012-11-26,no rating
45675,2019-11-04,well placed
45675,2016-05-06,well placed
45680,2016-04-07,well placed
45680,2019-09-24,well placed
45683,2014-02-20,well placed
45683,2017-06-29,well placed
45684,2018-06-18,well placed
45684,2015-11-23,well placed
45685,2017-03-07,no rating
45687,2017-04-07,well placed
45688,2014-10-10,well placed
45688,2018-06-26,well placed
45694,2017-02-23,well placed
45694,2013-10-30,well placed
45696,2014-06-09,no rating
45696,2017-06-28,no rating
45697,2017-03-01,well placed
45697,2013-01-31,well placed
45699,2013-09-09,well placed
45699,2016-09-16,very well placed
45701,2014-01-27,well placed
45701,2017-06-12,well placed
45702,2019-04-11,well placed
45702,2016-11-29,needs further development
45704,2016-09-23,well placed
45704,2013-05-24,no rating
45706,2017-02-08,well placed
45707,2016-04-01,well placed
45707,2019-05-30,very well placed
45708,2016-09-23,well placed
45708,2013-03-25,no rating
45712,2016-10-03,well placed
45712,2019-08-09,well placed
45714,2016-05-16,well placed
45714,2013-03-20,no rating
45716,2016-05-05,well placed
45716,2019-11-27,well placed
45717,2015-04-01,well placed
45717,2018-05-10,well placed
45719,2015-10-07,well placed
45719,2018-06-19,well placed
45720,2019-09-13,well placed
45720,2016-06-14,well placed
45721,2019-10-15,well placed
45721,2016-08-26,well placed
45722,2019-05-28,not well placed
45723,2014-03-03,well placed
45723,2017-12-06,well placed
45725,2016-11-07,well placed
45725,2013-09-10,well placed
45727,2017-03-10,needs further development
45727,2019-07-18,well placed
45728,2013-10-24,no rating
45728,2016-10-31,no rating
45732,2014-02-18,well placed
45732,2017-12-18,well placed
45734,2016-10-03,well placed
45735,2016-06-10,very well placed
45737,2016-10-19,well placed
45737,2013-04-24,no rating
45739,2016-05-04,well placed
45739,2013-03-25,no rating
45747,2013-07-08,very well placed
45747,2017-09-12,very well placed
45751,2019-02-14,well placed
45751,2015-11-19,well placed
45753,2017-06-07,well placed
45753,2013-08-20,well placed
45757,2019-04-11,well placed
45757,2017-04-26,needs further development
45760,2016-05-05,well placed
45760,2019-07-19,well placed
45761,2013-10-04,no rating
45761,2017-04-20,well placed
45764,2013-09-10,well placed
45764,2016-10-21,well placed
45768,2019-03-12,well placed
45768,2017-03-13,needs further development
45771,2016-11-10,well placed
45771,2019-07-25,well placed
45777,2014-03-14,well placed
45777,2017-03-14,needs further development
45779,2016-04-06,well placed
45779,2019-10-08,needs further development
45780,2013-04-22,no rating
45780,2016-08-25,well placed
45782,2016-06-10,well placed
45782,2013-03-18,no rating
45783,2013-09-16,well placed
45783,2017-06-26,well placed
45784,2019-09-24,well placed
45785,2016-10-12,well placed
45785,2013-05-24,no rating
45786,2019-09-18,well placed
45795,2013-09-10,well placed
45795,2016-08-24,very well placed
45796,2013-09-13,well placed
45796,2017-06-26,well placed
45801,2014-03-20,well placed
45801,2017-06-28,well placed
45802,2016-01-15,well placed
45802,2013-12-19,needs further development
45803,2013-11-07,well placed
45803,2017-02-15,well placed
45804,2017-07-26,very well placed
45804,2013-09-27,well placed
45806,2016-05-17,well placed
45806,2013-05-20,no rating
45807,2017-06-26,well placed
45807,2014-05-16,no rating
45808,2014-03-27,no rating
45809,2017-11-07,well placed
45809,2014-02-26,no rating
45810,2019-06-04,well placed
45810,2016-01-28,well placed
45812,2016-04-12,well placed
45812,2019-09-25,well placed
45815,2013-03-18,no rating
45815,2016-04-29,well placed
45817,2018-06-07,well placed
45817,2016-04-27,not well placed
45819,2017-05-25,well placed
45819,2013-08-26,no rating
45822,2013-04-05,no rating
45822,2016-09-28,very well placed
45823,2016-05-06,well placed
45823,2013-03-25,no rating
45824,2016-05-18,well placed
45824,2013-03-24,no rating
45825,2014-04-07,no rating
45825,2018-01-11,well placed
45826,2017-05-24,well placed
45826,2013-09-30,well placed
45829,2019-05-07,well placed
45829,2015-04-13,well placed
45832,2013-04-15,no rating
45832,2016-08-31,well placed
45835,2014-02-21,no rating
45835,2017-03-29,well placed
45836,2018-10-24,well placed
45836,2015-11-25,well placed
45837,2016-10-13,well placed
45837,2019-10-18,very well placed
45840,2013-04-15,no rating
45840,2016-06-22,well placed
45841,2016-05-11,well placed
45841,2015-03-12,no rating
45842,2017-03-03,well placed
45842,2013-08-28,well placed
45843,2017-02-15,well placed
45843,2013-10-23,well placed
45844,2017-02-10,well placed
45844,2013-08-29,well placed
45845,2014-02-20,well placed
45845,2017-07-26,well placed
45847,2017-05-04,well placed
45847,2013-08-14,well placed
45849,2015-02-18,well placed
45849,2019-09-24,well placed
45851,2016-11-21,well placed
45851,2013-09-27,well placed
45852,2017-05-04,well placed
45852,2014-03-18,needs further development
45853,2016-12-02,well placed
45853,2013-07-23,no rating
45855,2017-10-20,well placed
45855,2013-06-26,very well placed
45856,2013-08-05,well placed
45856,2017-03-10,well placed
45857,2014-03-07,well placed
45857,2017-11-08,well placed
45858,2014-06-13,well placed
45858,2017-06-30,well placed
45859,2014-04-07,well placed
45859,2017-02-16,well placed
45861,2014-03-04,well placed
45861,2019-01-21,well placed
45863,2014-12-10,no rating
45863,2018-01-24,well placed
45864,2014-02-19,well placed
45864,2017-06-30,well placed
45865,2017-02-13,well placed
45865,2013-06-26,no rating
45866,2013-07-08,well placed
45866,2016-08-25,very well placed
45868,2016-04-08,well placed
45868,2019-03-28,well placed
45869,2016-06-01,well placed
45869,2020-01-21,well placed
45870,2014-03-04,very well placed
45870,2018-06-11,very well placed
45871,2016-11-02,very well placed
45871,2013-09-27,well placed
45872,2019-11-04,well placed
45872,2016-04-20,well placed
45873,2016-09-16,well placed
45873,2013-06-26,well placed
45875,2013-08-28,well placed
45875,2016-09-28,well placed
45877,2018-05-21,very well placed
45877,2014-11-24,well placed
45878,2015-12-14,well placed
45878,2019-03-12,well placed
45881,2019-02-22,well placed
45881,2015-08-28,well placed
45882,2015-03-09,well placed
45883,2017-02-09,very well placed
45883,2014-03-26,well placed
45886,2013-12-02,well placed
45886,2017-03-24,very well placed
45888,2013-11-13,no rating
45888,2016-11-17,no rating
45895,2014-03-19,needs further development
45895,2016-11-21,well placed
45896,2017-02-09,very well placed
45896,2013-12-16,well placed
45900,2014-01-20,well placed
45900,2017-03-24,well placed
45902,2013-12-12,well placed
45902,2017-04-18,well placed
45903,2018-12-10,well placed
45903,2014-11-19,well placed
45904,2017-05-01,well placed
45904,2013-12-09,well placed
45905,2016-02-19,well placed
45905,2019-10-31,well placed
45907,2019-03-12,very well placed
45907,2016-10-18,well placed
45909,2017-06-30,well placed
45909,2013-10-31,well placed
45911,2016-12-07,well placed
45911,2013-09-23,well placed
45913,2013-12-23,well placed
45913,2017-06-30,well placed
45914,2013-10-11,well placed
45914,2016-09-28,well placed
45915,2017-08-07,very well placed
45915,2013-12-20,well placed
45918,2014-01-14,well placed
45918,2017-03-14,well placed
45919,2014-07-04,needs further development
45920,2017-03-01,well placed
45920,0213-10-18,well placed
45922,2017-09-20,well placed
45922,2013-12-20,well placed
45923,2016-01-18,well placed
45923,2019-05-23,no rating
45924,2014-02-17,needs further development
45924,2017-04-21,well placed
45925,2014-04-02,needs further development
45925,2017-04-21,well placed
45926,2016-06-03,well placed
45929,2017-03-02,well placed
45929,2013-10-18,well placed
45930,2016-04-12,well placed
45930,2019-09-30,well placed
45931,2014-04-03,well placed
45931,2017-08-08,well placed
45933,2017-06-15,well placed
45933,2013-11-25,well placed
45934,2013-10-11,well placed
45934,2019-01-23,needs further development
45935,2017-09-08,needs further development
45935,2019-10-09,well placed
45936,2017-06-12,not well placed
45936,2015-03-30,needs further development
45940,2016-01-15,well placed
45940,2019-07-19,well placed
45941,2014-08-05,well placed
45941,2017-10-06,well placed
45943,2013-10-04,no rating
45943,2017-04-20,well placed
45944,2014-02-18,no rating
45944,2017-02-07,very well placed
45945,2016-06-23,very well placed
45946,2014-07-17,well placed
45946,2017-10-26,needs further development
45947,2017-09-08,well placed
45947,2014-01-24,well placed
45948,2016-01-25,well placed
45949,2017-06-08,well placed
45949,2014-04-09,well placed
45951,2018-06-21,well placed
45951,2015-03-27,well placed
45952,2014-01-30,well placed
45952,2017-06-30,very well placed
45953,2014-07-08,well placed
45953,2018-06-13,well placed
45957,2017-06-12,well placed
45957,2014-01-30,well placed
45958,2017-04-07,needs further development
45958,2014-04-08,well placed
45966,2014-11-27,well placed
45966,2016-08-30,very well placed
45972,2014-04-04,well placed
45972,2017-10-06,well placed
45976,2017-12-06,very well placed
45976,2014-03-18,well placed
45977,2018-11-02,well placed
45977,2014-03-14,well placed
45980,2019-11-21,well placed
45980,2017-01-25,well placed
45985,2014-12-03,no rating
45985,2018-01-24,no rating
45988,2014-04-01,well placed
45988,2017-02-17,very well placed
45998,2019-01-17,needs further development
45998,2014-04-01,well placed
46003,2019-02-01,well placed
46003,2015-10-15,well placed
46004,2017-06-01,well placed
46004,2014-11-28,needs further development
46005,2018-05-04,well placed
46005,2014-09-05,well placed
46008,2016-11-09,no rating
46008,2014-10-31,no rating
46009,2015-09-09,well placed
46011,2017-10-04,well placed
46011,2014-09-10,well placed
46012,2019-03-08,well placed
46012,2015-06-15,well placed
46015,2014-09-15,well placed
46015,2018-01-24,needs further development
46017,2019-10-09,well placed
46017,2015-03-30,very well placed
46018,2014-10-21,well placed
46018,2017-09-26,well placed
46019,2014-09-12,well placed
46019,2018-03-29,well placed
46020,2018-07-19,well placed
46020,2015-02-26,well placed
46023,2013-08-14,well placed
46023,2016-12-14,well placed
46026,2017-12-08,well placed
46026,2014-08-21,well placed
46027,2014-07-08,well placed
46027,2018-01-12,well placed
46029,2014-07-08,well placed
46029,2018-01-29,needs further development
46032,2014-11-14,very well placed
46033,2014-12-03,well placed
46033,2018-06-08,well placed
46034,2016-12-06,well placed
46035,2015-02-03,well placed
46035,2018-02-19,well placed
46036,2019-06-20,not well placed
46036,2017-08-31,needs further development
46037,2019-10-31,very well placed
46037,2014-10-24,very well placed
46040,2017-02-21,well placed
46041,2018-02-22,well placed
46041,2014-08-22,well placed
46043,2017-06-15,well placed
46043,2014-08-20,well placed
46044,2017-06-29,well placed
46044,2014-09-26,no rating
46045,2019-09-03,very well placed
46045,2016-02-17,well placed
46046,2016-02-17,well placed
46046,2019-06-19,well placed
46047,2018-06-11,well placed
46047,2014-08-22,well placed
46050,2018-04-06,well placed
46050,2014-09-30,well placed
46051,2017-08-23,well placed
46051,2014-06-25,well placed
46052,2015-02-03,needs further development
46053,2015-03-23,well placed
46053,2018-05-16,needs further development
46055,2019-10-15,well placed
46055,2016-06-27,well placed
46056,2018-02-12,well placed
46056,2015-02-19,well placed
46057,2018-02-01,well placed
46057,2014-07-09,well placed
46058,2014-12-19,needs further development
46058,2017-09-22,well placed
46059,2014-09-10,well placed
46059,2017-11-14,well placed
46060,2016-01-14,well placed
46064,2014-08-20,well placed
46064,2017-11-22,well placed
46066,2017-06-02,well placed
46070,2014-09-05,well placed
46070,2017-11-14,well placed
46071,2014-09-05,well placed
46071,2017-10-06,very well placed
46072,2016-02-12,well placed
46072,2019-04-24,well placed
46073,2019-09-24,well placed
46073,2016-06-29,well placed
46074,2018-06-08,well placed
46074,2014-08-18,well placed
46076,2017-02-20,well placed
46077,2017-03-08,well placed
46077,2014-09-29,needs further development
46079,2018-04-19,needs further development
46079,2015-03-09,well placed
46081,2015-10-09,well placed
46081,2019-05-15,well placed
46087,2017-03-01,well placed
46087,2014-02-17,well placed
46090,2018-02-26,well placed
46095,2015-11-27,very well placed
46096,2018-08-07,well placed
46096,2014-10-08,well placed
46097,2018-03-02,well placed
46097,2014-11-07,well placed
46098,2014-11-06,well placed
46098,2018-03-19,well placed
46099,0215-03-11,well placed
46099,2018-11-29,well placed
46101,2018-10-31,well placed
46101,2015-09-03,well placed
46103,2015-02-10,very well placed
46103,2019-06-18,very well placed
46107,2018-06-01,well placed
46107,2015-04-02,well placed
46108,2014-11-21,needs further development
46108,2018-11-15,well placed
46109,2014-12-03,well placed
46109,2018-04-17,well placed
46110,2015-02-03,well placed
46110,2018-03-13,well placed
46111,2016-02-17,well placed
46112,2014-10-17,well placed
46112,2018-04-18,well placed
46113,2014-12-17,well placed
46113,2018-03-19,well placed
46114,2019-01-17,well placed
46114,2014-11-26,well placed
46115,2017-12-21,well placed
